Location,Year,Fuel_Type,Transmission,Owner_Type,Consumation,Seats,Price,Brand,Model,car_age,km/age,KM_bin_encoded,Engine-bins,Power_bins,Power_to_Engine_Ratio,Mileage_per_Year,Mileage_Efficiency,Depreciation_Factor,Value_Retention,Performance_Index,Economy_Index
Hyderabad,2012,Diesel,Manual,First,17.72,5,7.99,Skoda,Yeti Ambition 4X2,14,7125.285714285715,1,3,1,0.055127032492313495,6650.266666666666,0.9768510157637951,13.96556,0.1389522996605594,213.50831999999997,5.970350404312668
Chennai,2012,Petrol,Manual,First,20.36,5,3.0,Hyundai,i10 Sportz,14,3500.0,0,1,0,0.06591478691235189,3266.6666666666665,1.3420250615354843,6.86,0.28,94.44330000000001,9.267182521620391
Hyderabad,2005,Diesel,Manual,First,12.8,8,4.0,Toyota,Innova 2.5 G (Diesel) 8 Seater BS IV,21,14253.42857142857,5,4,1,0.040898155556977484,13605.545454545454,0.5234963911293119,62.85762,0.06992494722331365,254.388,3.6634230108757873
Coimbatore,2018,Diesel,Manual,First,20.65,5,6.69,Tata,Zest Quadrajet 1.3 XT,8,4788.75,0,1,1,0.07107371789176785,4256.666666666667,1.4676722744650061,3.0648,0.20351055711015006,110.69760000000001,9.18594306049822
Delhi,2014,Diesel,Manual,First,22.9,5,4.25,Maruti,Swift VDI,12,4666.666666666667,1,1,0,0.059294871747359874,4307.692307692308,1.357852563014541,6.72,0.21052631578947367,92.352,10.186832740213521
Kolkata,2017,Diesel,Automatic,First,21.72,5,10.5,Skoda,Rapid 1.5 TDI AT Style,9,3477.777777777778,0,2,1,0.07236315081951726,3130.0,1.5717276357999146,2.817,0.2786377708978328,162.38320000000002,8.694955964771816
Coimbatore,2019,Diesel,Manual,First,13.68,8,22.55,Toyota,Innova Crysta 2.4 VX MT 8S,7,1605.857142857143,0,4,2,0.06176347678154473,1405.125,0.8449243623715319,0.78687,0.5718487051711462,353.6854,4.031830238726791
Pune,2014,Petrol,Manual,Second,17.01,5,5.2,Hyundai,Verna 1.6 SX VTVT,12,4000.0,0,2,1,0.07624135758878607,3692.3076923076924,1.296865492585251,5.76,0.24489795918367346,192.98829999999998,6.565032805866461
Coimbatore,2019,Petrol,Manual,First,17.4,5,11.87,Honda,City i VTEC VX Option,7,3411.714285714286,0,2,1,0.07835671337451121,2985.25,1.3634068127164949,1.67174,0.2813278675347641,175.59810000000002,6.96836203444133
Hyderabad,2014,Diesel,Manual,First,26.0,5,6.99,Honda,City i DTEC SV,12,5416.666666666667,1,2,1,0.06582109474911808,5000.0,1.7113484634770704,7.8,0.18181818181818182,147.7028,10.408326661329061
Jaipur,2011,Diesel,Manual,First,20.54,5,5.0,Volkswagen,Vento Diesel Highline,15,3333.333333333333,0,2,1,0.064831038757928,3125.0,1.3316295360878412,7.5,0.29411764705882354,165.5528,7.906081601231716
Chennai,2014,Diesel,Automatic,First,12.19,5,44.0,Audi,Q5 2008-2012 3.0 TDI,12,2083.333333333333,0,5,4,0.07954162450976016,1923.076923076923,0.9696124027739762,3.0,0.46153846153846156,700.212,3.0728510209226116
Chennai,2015,Petrol,Manual,First,22.74,5,2.79,Maruti,Alto 800 LXI,11,1909.090909090909,0,0,0,0.059422110478112924,1750.0,1.3512587922722878,2.31,0.5,37.6508,12.661469933184854
Pune,2012,Diesel,Manual,Second,21.12,5,2.9,Tata,Manza ELAN Quadrajet BS IV,14,10571.42857142857,2,1,1,0.07115384609683184,9866.666666666666,1.5027692295650887,20.72,0.09395973154362416,110.82239999999999,9.395017793594306
Delhi,2016,Petrol,Manual,First,15.29,5,9.85,Hyundai,Creta 1.6 SX Plus Dual Tone Petrol,10,6800.0,1,2,1,0.07624135758878607,6181.818181818182,1.1657303575325388,6.8,0.14492753623188406,192.98829999999998,5.901196449247394
Bangalore,2014,Diesel,Automatic,First,12.0,7,49.0,Mercedes-Benz,GL-Class 2007 2012 350 CDI Luxury,12,4333.333333333333,1,5,4,0.07499163037328703,4000.0,0.8998995644794444,6.24,0.22641509433962265,669.088,3.0097817908201656
Jaipur,2016,Diesel,Manual,First,16.55,6,9.25,Mahindra,Thar CRDe,10,1900.0,0,4,1,0.04203362688469431,1727.2727272727273,0.6956565249416907,1.9,0.5,262.29,4.731275014293883
Mumbai,2011,Diesel,Manual,Second,22.32,5,3.75,Hyundai,Verna 1.6 CRDI,15,4933.333333333333,1,2,1,0.07983565102412411,4625.0,1.7819317308584501,11.1,0.2,199.8066,8.644461657629744
Coimbatore,2017,Diesel,Manual,First,26.1,5,7.29,Ford,Aspire Titanium Diesel,9,3364.333333333333,0,2,1,0.06608811744586908,3027.9,1.724899865337183,2.72511,0.2877329837910419,148.302,10.44835868694956
Mumbai,2016,Diesel,Automatic,First,20.7,4,23.5,Mini,Cooper 3 DOOR D,10,2000.0,0,2,1,0.07618983952126347,1818.1818181818182,1.5771296780901538,2.0,0.47619047619047616,170.51408,8.293269230769232
Hyderabad,2013,Petrol,Manual,First,14.0,5,2.6,Maruti,Omni 8 Seater BSIV,13,2679.538461538461,0,0,0,0.04396984919099265,2488.1428571428573,0.6155778886738972,4.52842,0.36278394820561477,27.86,7.795100222717149
Pune,2015,Diesel,Manual,Second,21.03,5,3.1,Mahindra,Verito 1.5 D4 BSIV,11,8181.818181818182,1,2,0,0.04449007526044484,7500.0,0.9356262827271551,9.9,0.12087912087912088,94.965,8.545306785859406
Coimbatore,2016,Diesel,Automatic,First,14.21,5,29.98,Mercedes-Benz,E-Class 2009-2013 E250 CDI Elegance,10,3873.0,0,3,3,0.09472701815458376,3520.909090909091,1.3460709279766352,3.873,0.2516989680342311,435.029,4.521158129175947
Kochi,2016,Diesel,Manual,First,19.01,5,6.73,Renault,Duster 110PS Diesel RxZ,10,5739.0,1,2,1,0.07422997941531144,5217.272727272727,1.4111119086850705,5.739,0.17126220243192328,158.44545000000002,7.724502234863876
Kolkata,2016,Diesel,Manual,First,23.4,5,3.5,Maruti,Swift Dzire Tour LDI,10,10000.0,1,1,0,0.059294871747359874,9090.90909090909,1.387499998888221,10.0,0.09900990099009901,92.352,10.409252669039144
Kolkata,2011,Petrol,Manual,First,16.47,5,2.35,Volkswagen,Polo Petrol Highline 1.2L,15,3333.333333333333,0,1,0,0.061686143521130096,3125.0,1.0159707837930125,7.5,0.29411764705882354,88.53220000000002,7.4931756141947226
Coimbatore,2017,Diesel,Manual,First,16.0,7,16.13,Mahindra,XUV500 W10 2WD,9,7217.888888888889,1,3,2,0.06424965577592949,6496.1,1.0279944924148718,5.84649,0.1364442625187611,305.06,5.033029254482542
Coimbatore,2014,Petrol,Manual,First,16.47,5,5.9,Volkswagen,Polo 1.2 MPI Highline,12,6038.75,1,1,0,0.061769615975150564,5574.2307692307695,1.0173455751107299,8.6958,0.1633430885455659,88.652,7.4931756141947226
Hyderabad,2012,Petrol,Manual,First,21.1,5,3.9,Maruti,Ritz VXI,14,4912.571428571428,1,1,1,0.07167919793510509,4585.066666666667,1.5124310764307176,9.62864,0.20064205457463885,102.70259999999999,9.604005461993628
Pune,2005,Petrol,Manual,First,14.7,5,1.5,Chevrolet,Optra 1.6 Elite,21,7142.857142857143,2,2,1,0.07088666687239259,6818.181818181818,1.042034003024171,31.5,0.1390728476821192,181.01647618528614,5.658198614318707
Delhi,2012,Diesel,Manual,First,12.8,7,6.95,Toyota,Innova 2.5 GX 7 STR BSIV,14,4857.142857142857,1,4,1,0.040898155556977484,4533.333333333333,0.5234963911293119,9.52,0.2028985507246377,254.388,3.6634230108757873
Delhi,2015,Diesel,Manual,First,26.0,5,7.0,Honda,City i DTec SV,11,3000.0,0,2,1,0.06582109474911808,2750.0,1.7113484634770704,3.63,0.3235294117647059,147.7028,10.408326661329061
Coimbatore,2017,Petrol,Manual,First,17.0,5,7.23,Volkswagen,Ameo 1.2 MPI Highline,9,2487.6666666666665,0,1,0,0.061560934840099384,2238.9,1.0465358922816894,2.01501,0.38479627175167813,88.3525,7.734303912647862
Mumbai,2012,Diesel,Manual,First,21.5,5,3.81,Maruti,SX4 ZDI Leather,14,6428.571428571428,1,1,1,0.07115384609683184,6000.0,1.5298076910818847,12.6,0.15384615384615385,110.82239999999999,9.564056939501778
Chennai,2012,Petrol,Manual,Third,18.6,5,4.5,Maruti,Swift ZXI,14,3000.0,0,1,1,0.07167919793510509,2800.0,1.3332330815929547,5.88,0.32558139534883723,102.70259999999999,8.466090122894856
Pune,2017,Diesel,Manual,First,19.67,5,12.6,Hyundai,Creta 1.6 CRDi SX,9,4307.444444444444,0,2,1,0.07977243989900604,3876.7,1.569123892813449,3.48903,0.22631830412150777,199.64839999999998,7.618125484120838
Bangalore,2015,Diesel,Automatic,First,12.07,7,48.0,Audi,Q7 35 TDI Quattro Technology,11,1909.090909090909,0,5,4,0.08136164473159366,1750.0,0.9820350519103355,2.31,0.5,716.2338000000001,3.0426014620620117
Coimbatore,2010,Petrol,Manual,First,19.7,5,2.96,Maruti,Alto LXi BSIII,16,3696.0,1,0,0,0.05816582907265599,3478.5882352941176,1.145866832731323,9.46176,0.26606358919781825,36.8548,10.96881959910913
Kolkata,2014,Diesel,Manual,First,25.8,5,3.25,Honda,Amaze SX i-DTEC,12,3000.0,0,2,1,0.06582109474911808,2769.230769230769,1.6981842445272468,4.32,0.32432432432432434,147.7028,10.32826261008807
Chennai,2011,Diesel,Automatic,Second,18.33,5,8.5,Volkswagen,Passat Diesel Highline 2.0 TDI,15,6333.333333333333,1,3,2,0.08521341459084683,5937.5,1.5619618894502223,14.25,0.15625,330.0336,6.17587601078167
Mumbai,2013,Diesel,Automatic,First,19.5,5,8.75,Hyundai,Elantra CRDi SX AT,13,3923.076923076923,1,2,1,0.07979772434905326,3642.8571428571427,1.5560556248065385,6.63,0.25,199.71168,7.5522850503485675
Kochi,2011,Petrol,Manual,First,18.9,5,3.08,Maruti,Wagon R VXI BS IV,15,2427.4,0,0,0,0.06723446887050653,2275.6875,1.2707314616525736,5.46165,0.40095159177781936,66.96579999999999,9.45945945945946
Mumbai,2017,Diesel,Automatic,First,12.81,7,41.5,Land,Rover Discovery Sport TD4 HSE 7S,9,4444.444444444444,0,3,2,0.0741920960109094,4000.0,0.9504007498997495,3.6,0.21951219512195122,296.47169,4.271423807935979
Pune,2016,Petrol,Manual,First,17.8,5,7.0,Honda,City i VTEC SV,10,2730.0,0,2,1,0.07835671337451121,2481.818181818182,1.3947494980662996,2.73,0.35335689045936397,175.59810000000002,7.128554265118143
Kochi,2011,Petrol,Automatic,Second,14.74,5,11.5,Mercedes-Benz,New C-Class C 200 Avantgarde Edition C,15,1987.5333333333333,0,3,3,0.09092415866854638,1863.3125,1.3402220987743736,4.47195,0.4868075163080518,360.43073,4.92811768639251
Pune,2011,Petrol,Manual,First,20.51,5,2.6,Maruti,Wagon R LX BS IV,15,4733.333333333333,1,0,0,0.06717434863008583,4437.5,1.3777458904030604,10.65,0.20833333333333334,66.90592000000001,10.265265265265267
Kolkata,2014,Diesel,Manual,First,22.32,5,4.3,Hyundai,Verna 1.6 CRDI,12,2666.6666666666665,0,2,1,0.07983565102412411,2461.5384615384614,1.7819317308584501,3.84,0.36363636363636365,199.8066,8.644461657629744
Mumbai,2017,CNG,Manual,First,17.5,7,8.35,Maruti,Ertiga VXI CNG,9,2137.1111111111118,0,1,0,0.05860160228798134,1923.4,1.0255280400396736,1.73106,0.44479588810912324,110.47157999999999,7.374631268436578
Jaipur,2017,Diesel,Automatic,First,17.06,5,24.9,Volkswagen,Tiguan 2.0 TDI Highline,9,5612.222222222223,1,3,2,0.07164634142700897,5051.0,1.222286584744773,4.5459,0.17472335468841002,277.488,5.747978436657681
Pune,2011,Diesel,Automatic,First,15.06,5,13.75,BMW,X1 sDrive 20d Exclusive,15,6800.0,2,3,3,0.08872180446680611,6375.0,1.3361503752700998,15.3,0.14563106796116504,353.115,5.028380634390651
Kolkata,2014,Diesel,Manual,First,24.0,5,3.85,Hyundai,Grand i10 1.2 CRDi Sportz Option,12,3523.083333333333,0,1,0,0.06236930854774931,3252.076923076923,1.4968634051459835,5.07324,0.27728354553226886,87.72842,10.978956999085089
Mumbai,2014,Diesel,Automatic,First,13.0,5,23.25,Mercedes-Benz,E-Class E250 CDI Avantgrade,12,3833.3333333333335,0,3,3,0.09384041059550144,3538.4615384615386,1.2199253377415187,5.52,0.2553191489361702,430.9573,4.136175628380529
Chennai,2012,Diesel,Manual,First,13.6,7,7.0,Mahindra,Bolero ZLX,14,2500.0,0,4,1,0.04489769864767037,2333.3333333333335,0.610608701608317,4.9,0.3888888888888889,285.7976028882834,3.8603462957706496
Bangalore,2015,Petrol,Manual,First,18.9,5,5.75,Hyundai,Grand i10 Asta Option,11,4545.454545454545,0,1,1,0.06850459476315406,4166.666666666667,1.2947368410236115,5.5,0.21568627450980393,98.154,8.602639963586709
Mumbai,2008,Petrol,Manual,Second,20.36,5,1.65,Hyundai,i10 Magna 1.2,18,3444.4444444444443,1,1,0,0.06591478691235189,3263.157894736842,1.3420250615354843,11.16,0.2857142857142857,94.44330000000001,9.267182521620391
Mumbai,2012,Diesel,Manual,First,19.33,5,6.5,Volkswagen,Jetta 2012-2014 2.0L TDI Comfortline,14,5571.428571428572,1,3,2,0.07017276419198537,5200.0,1.3564395318310771,10.92,0.17721518987341772,271.7808,6.512803234501347
Chennai,2011,Diesel,Manual,First,17.67,5,7.5,Skoda,Yeti Elegance,15,5266.666666666667,1,3,2,0.07016260159036454,4937.5,1.2397731701017414,11.85,0.1875,271.74144,5.953504043126685
Kochi,2019,Diesel,Automatic,First,14.75,7,72.94,Audi,Q7 45 TDI Quattro Premium Plus,7,967.5714285714286,0,5,4,0.08257499154614932,846.625,1.2179811253057025,0.47411,0.9005531969638493,726.915,3.718174943282077
Chennai,2010,Diesel,Manual,Second,11.5,7,11.0,Toyota,Fortuner 3.0 Diesel,16,8437.5,2,5,2,0.05734406436708784,7941.176470588235,0.6594567402215101,21.6,0.11764705882352941,509.922,2.887995981918634
Kochi,2013,Petrol,Manual,First,18.9,5,3.02,Maruti,Wagon R VXI Minor ABS,13,2824.3076923076924,0,1,0,0.06314797355028466,2622.5714285714284,1.19349670010038,4.77308,0.344681302365044,71.087,9.170305676855895
Coimbatore,2013,Petrol,Manual,First,21.1,5,3.32,Hyundai,EON Era,13,5004.615384615385,1,0,0,0.06781326772995913,4647.142857142857,1.4308599491021377,8.4578,0.19679079624583712,44.9328,11.631753031973538
Delhi,2013,Petrol,Manual,First,19.4,5,3.24,Honda,Brio S MT,13,2538.4615384615386,0,1,1,0.0724540900897712,2357.1428571428573,1.4056093477415612,4.29,0.38235294117647056,103.98639999999999,8.826205641492265
Kolkata,2015,Petrol,Manual,First,22.74,5,2.35,Maruti,Alto 800 VXI,11,1010.0,0,0,0,0.059422110478112924,925.8333333333334,1.3512587922722878,1.2221,0.9083402146985963,37.6508,12.661469933184854
Jaipur,2013,Diesel,Manual,First,15.96,7,5.5,Mahindra,Bolero ZLX,13,4846.153846153846,1,4,0,0.024613555281564187,4500.0,0.3928323422937645,8.19,0.203125,156.6783,4.530229917683792
Mumbai,2015,Petrol,Manual,First,17.8,5,6.75,Honda,City i VTEC SV,11,2457.2727272727275,0,2,1,0.07835671337451121,2252.5,1.3947494980662996,2.9733,0.392436674991081,175.59810000000002,7.128554265118143
Mumbai,2015,Petrol,Manual,First,15.0,5,6.15,Skoda,Rapid 1.6 MPI Elegance Black Package,11,1781.8181818181818,0,2,1,0.06478097617973655,1633.3333333333333,0.9717146426960483,2.156,0.5339805825242718,165.42496,5.773672055427252
Pune,2016,Petrol,Manual,First,22.0,5,5.45,Maruti,Swift VVT VXI,10,2775.5,0,1,1,0.06833751038568293,2523.181818181818,1.5034252284850247,2.7755,0.3477656059815684,97.9146,10.013654984069186
Hyderabad,2013,Petrol,Manual,Second,21.1,5,2.3,Hyundai,EON Magna Plus,13,1538.4615384615386,0,0,0,0.06781326772995913,1428.5714285714287,1.4308599491021377,2.6,0.6190476190476191,44.9328,11.631753031973538
Kochi,2015,Petrol,Manual,First,20.85,5,6.21,Maruti,Swift Dzire ZXI,11,2252.909090909091,0,1,1,0.06945697571473937,2065.1666666666665,1.4481779436523157,2.72602,0.4266542549065239,99.51858,9.490213928083751
Coimbatore,2014,Petrol,Automatic,First,19.34,5,5.21,Nissan,Micra XV CVT,12,3941.9166666666665,0,1,0,0.06343906505556005,3638.6923076923076,1.2269115181745311,5.67636,0.24843177442394884,91.048,8.798908098271156
Delhi,2008,Petrol,Automatic,First,8.3,7,11.99,Audi,Q7 4.2 FSI quattro,18,3944.444444444444,1,8,4,0.06047411706326218,3736.842105263158,0.5019351716250761,12.78,0.25,1033.5,1.616673159329957
Pune,2010,Diesel,Manual,First,17.8,5,3.1,Maruti,Swift Vdi BSIII,16,8437.5,2,1,0,0.060096153797999874,7941.176470588235,1.0697115376043977,21.6,0.11764705882352941,93.6,7.918149466192171
Jaipur,2017,Diesel,Manual,First,13.49,5,7.5,Tata,Xenon XT EX 4X2,9,111.11111111111111,0,3,2,0.06334557133393963,100.0,0.8545317572948454,0.09,4.5,300.76736999999997,4.243472790185593
Kolkata,2016,Diesel,Manual,First,20.14,5,4.0,Volkswagen,Polo 1.5 TDI Comfortline,10,2900.0,0,2,1,0.05927903867871893,2636.3636363636365,1.1938798389893992,2.9,0.3333333333333333,133.0224,8.062449959967974
Kochi,2016,Petrol,Manual,First,17.8,5,7.73,Honda,City i VTEC SV,10,3636.7,0,2,1,0.07835671337451121,3306.090909090909,1.3947494980662996,3.6367,0.26761581074209867,175.59810000000002,7.128554265118143
Bangalore,2015,Petrol,Manual,First,17.4,5,7.8,Honda,City i VTEC V,11,3454.5454545454545,0,2,1,0.07835671337451121,3166.6666666666665,1.3634068127164949,4.18,0.28205128205128205,175.59810000000002,6.96836203444133
Hyderabad,2011,Petrol,Manual,First,16.1,4,1.3,Maruti,800 AC BSIII,15,5597.933333333333,1,0,0,0.04648241200190652,5248.0625,0.748366833230695,12.59535,0.1765349715778696,29.452,8.964365256124722
Jaipur,2014,Diesel,Manual,First,20.14,5,4.42,Volkswagen,Polo 1.5 TDI Trendline,12,6885.083333333333,1,2,1,0.05927903867871893,6355.461538461538,1.1938798389893992,9.91452,0.14350462204470169,133.0224,8.062449959967974
Pune,2009,Diesel,Automatic,First,12.5,7,4.0,Chevrolet,Captiva LTZ VCDi,17,5235.294117647059,1,3,2,0.07428427921934491,4944.444444444444,0.9285534902418113,15.13,0.18888888888888888,294.4689,4.179204279505182
Kolkata,2016,Diesel,Manual,First,16.0,7,13.0,Mahindra,XUV500 W10 2WD,10,5400.0,1,3,2,0.06424965577592949,4909.090909090909,1.0279944924148718,5.4,0.18181818181818182,305.06,5.033029254482542
Kochi,2015,Diesel,Manual,First,25.8,5,5.38,Honda,Amaze VX i-DTEC,11,5608.272727272727,1,2,1,0.06582109474911808,5140.916666666667,1.6981842445272468,6.78601,0.17546378268012952,147.7028,10.32826261008807
Chennai,2011,Petrol,Manual,Second,17.0,5,3.25,Hyundai,i20 1.2 Sportz Option,15,2146.6666666666665,0,1,0,0.06683375098844298,2012.5,1.1361737668035305,4.83,0.4518072289156626,95.76,7.737824305871643
Jaipur,2016,Petrol,Automatic,First,20.51,5,3.87,Maruti,Wagon R AMT VXI,10,6863.0,1,0,0,0.06713426846980534,6239.090909090909,1.3769238463157076,6.863,0.1436162573603332,66.866,10.265265265265267
Mumbai,2014,Diesel,Automatic,Second,16.96,5,8.25,Volkswagen,Jetta 2013-2015 2.0L TDI Highline AT,12,5083.333333333333,1,3,2,0.0701371950863124,4692.307692307692,1.1895268286638583,7.32,0.1935483870967742,271.64304,5.714285714285714
Mumbai,2018,Petrol,Manual,First,20.73,5,9.28,Maruti,Ciaz 1.4 Zeta,8,4080.5,0,1,1,0.06635105603324758,3627.1111111111113,1.3754573915692225,2.61152,0.23778385447628106,125.0803,8.735777496839443
Delhi,2012,Diesel,Automatic,First,11.79,7,6.25,Mahindra,Scorpio 2009-2014 VLX 4WD AT 7S BSIV,14,6071.428571428572,1,3,1,0.05507113352222527,5666.666666666667,0.649288664227036,11.9,0.16279069767441862,261.48,3.7087134318968227
Mumbai,2008,Petrol,Manual,Second,15.26,5,1.15,Chevrolet,Aveo U-VA 1.2 LS,18,4166.666666666667,1,1,0,0.06513043472597353,3947.3684210526317,0.9938904339183562,13.5,0.23684210526315788,86.135,7.097674418604651
Kochi,2016,Petrol,Manual,First,20.73,5,7.8,Maruti,Ciaz ZXi Option,10,4034.7,0,1,1,0.06642388924513919,3667.909090909091,1.3769672240517354,4.0347,0.24185551551503132,125.2176,8.735777496839443
Hyderabad,2012,Diesel,Manual,First,23.0,5,4.5,Hyundai,i20 1.4 CRDi Asta,14,4342.0,1,1,1,0.06446991399393272,4052.5333333333333,1.4828080218604527,8.51032,0.22658121318055288,125.64,9.599332220367279
Kochi,2018,Petrol,Manual,First,18.7,5,7.56,Honda,Jazz 1.2 SV i VTEC,8,2333.0,0,1,1,0.07397831520101891,2073.777777777778,1.3833944942590537,1.49312,0.4068348250610252,106.35130000000001,8.503865393360618
Coimbatore,2017,Diesel,Manual,First,16.0,7,16.08,Mahindra,XUV500 W10 2WD,9,6427.444444444444,1,3,2,0.06424965577592949,5784.7,1.0279944924148718,5.20623,0.15293897734803813,305.06,5.033029254482542
Bangalore,2012,Petrol,Manual,First,17.0,5,4.5,Hyundai,i20 1.2 Sportz,14,3731.214285714286,1,1,0,0.06683375098844298,3482.4666666666667,1.1361737668035305,7.31318,0.2629749985912054,95.76,7.737824305871643
Chennai,2012,Diesel,Manual,First,22.32,5,5.0,Hyundai,Verna 1.6 SX,14,9142.857142857143,2,2,1,0.07984829324914772,8533.333333333334,1.7822139053209771,17.92,0.10852713178294573,199.83823999999998,8.644461657629744
Delhi,2011,Petrol,Manual,First,19.81,5,2.2,Hyundai,i10 Era 1.1,15,3600.0,1,1,0,0.06266114174708919,3375.0,1.2413172180098364,8.1,0.2727272727272727,73.9023,9.49664429530201
Bangalore,2014,Petrol,Automatic,First,23.1,5,4.0,Maruti,Celerio VXI AT,12,4150.0,0,0,0,0.06717434863008583,3830.769230769231,1.5517274533549827,5.976,0.2362204724409449,66.90592000000001,11.561561561561563
Kolkata,2012,Diesel,Manual,First,20.86,5,2.51,Skoda,Fabia 1.2 TDI Ambition,14,7000.0,1,1,0,0.061634695528244625,6533.333333333333,1.2856997487191828,13.72,0.1414141414141414,88.60610000000001,9.48613005911778
Delhi,2015,Diesel,Manual,First,25.2,5,4.75,Maruti,Swift VDI BSIV,11,5463.181818181818,1,1,0,0.059294871747359874,5007.916666666667,1.4942307680334688,6.61045,0.1800474670594975,92.352,11.209964412811386
Pune,2008,Petrol,Manual,Second,16.0,5,2.0,Hyundai,i10 Magna(O) with Sun Roof,18,3777.777777777778,1,1,0,0.061418047825581905,3578.9473684210525,0.9826887652093105,12.24,0.2608695652173913,72.4362,7.670182166826461
Jaipur,2010,Petrol,Manual,Second,20.36,5,2.1,Hyundai,i10 Magna 1.2,16,5087.625,1,1,0,0.06591478691235189,4788.35294117647,1.3420250615354843,13.02432,0.19417004441639765,94.44330000000001,9.267182521620391
Mumbai,2013,Petrol,Automatic,First,16.5,5,6.25,Ford,Ecosport 1.5 Ti VCT AT Titanium,13,2923.076923076923,0,2,1,0.07338225478760356,2714.285714285714,1.2108072039954587,4.94,0.3333333333333333,164.89,6.602641056422568
Kochi,2011,Diesel,Automatic,Second,11.5,5,10.6,Mercedes-Benz,E-Class 2009-2013 E350 CDI Avantgarde,15,6149.266666666666,1,5,3,0.0703046534749566,5764.9375,0.8085035149620009,13.83585,0.16087688628149163,627.27,2.8843742162026587
Ahmedabad,2017,Diesel,Manual,First,25.2,5,6.0,Maruti,Swift VDI BSIV,9,5469.333333333333,0,1,0,0.059294871747359874,4922.4,1.4942307680334688,4.43016,0.17919719655941385,92.352,11.209964412811386
Jaipur,2004,Petrol,Manual,Second,16.1,4,0.45,Maruti,800 Std BSIII,22,545.4545454545455,0,0,0,0.04648241200190652,521.7391304347826,0.748366833230695,2.64,1.6923076923076923,29.452,8.964365256124722
Pune,2010,Petrol,Manual,Third,16.1,5,2.5,Maruti,Swift Lxi BSIII,16,3431.125,1,1,1,0.06795069332207188,3229.294117647059,1.0940061624853574,8.78368,0.286235643493506,114.48360000000001,7.00609225413403
Mumbai,2018,Petrol,Manual,First,15.29,5,12.75,Hyundai,Creta 1.6 SX Plus Dual Tone Petrol,8,312.5,0,2,1,0.07624135758878607,277.77777777777777,1.1657303575325388,0.2,2.2857142857142856,192.98829999999998,5.901196449247394
Kochi,2017,Diesel,Automatic,First,17.05,5,30.29,BMW,X1 M Sport sDrive 20d,9,3648.6666666666665,0,3,3,0.09523809519035684,3283.8,1.623809522995584,2.95542,0.2659731662627815,379.05,5.692821368948247
Hyderabad,2006,Petrol,Manual,First,13.8,5,1.6,Ford,Ikon 1.3 Flair,20,1353.8,0,1,0,0.05388760580917043,1289.3333333333333,0.7436489601665519,5.4152,0.7123521869212138,90.93,6.002609830361027
Kochi,2017,Diesel,Manual,First,22.7,5,7.54,Ford,Ecosport 1.5 DV5 MT Titanium Optional,9,8382.777777777777,1,2,1,0.059973297690271495,7544.5,1.3613938575691629,6.79005,0.11773170253123162,134.58032,9.08726981585268
Kochi,2015,Petrol,Manual,First,20.73,5,6.84,Maruti,Ciaz VXi Plus,11,4236.454545454545,0,1,1,0.06635105603324758,3883.4166666666665,1.3754573915692225,5.12611,0.2310875821936514,125.0803,8.735777496839443
Kolkata,2012,Diesel,Automatic,First,18.33,5,6.0,Volkswagen,Passat Diesel Highline 2.0 TDI,14,5142.857142857143,1,3,2,0.08521341459084683,4800.0,1.5619618894502223,10.08,0.1917808219178082,330.0336,6.17587601078167
Pune,2017,Diesel,Manual,First,27.3,5,8.0,Honda,Jazz 1.5 VX i DTEC,9,3000.0,0,2,1,0.06582109474911808,2700.0,1.7969158866509236,2.43,0.32142857142857145,147.7028,10.928742994395515
Coimbatore,2016,Diesel,Automatic,First,17.11,5,24.74,Audi,A4 35 TDI Premium,10,6819.3,1,3,3,0.0885823170281594,6199.363636363636,1.5156434443518072,6.8193,0.14452328992817193,343.08144,5.764824797843666
Kochi,2017,Diesel,Manual,First,24.0,5,5.5,Hyundai,Grand i10 CRDi Sportz Celebration Edition,9,3825.444444444444,0,1,0,0.06249999994419642,3442.9,1.4999999986607142,3.09861,0.254029185130825,78.4,11.320754716981131
Delhi,2013,Diesel,Automatic,First,12.0,7,36.0,Mercedes-Benz,GL-Class 2007 2012 350 CDI Luxury,13,3538.4615384615386,0,5,4,0.07499163037328703,3285.714285714286,0.8998995644794444,5.98,0.2765957446808511,669.088,3.0097817908201656
Coimbatore,2013,Diesel,Manual,First,12.99,7,11.79,Toyota,Innova 2.5 G (Diesel) 7 Seater,13,6195.692307692308,1,4,1,0.040336808323842496,5753.142857142857,0.523975140126714,10.47072,0.159423133523006,250.8964,3.7178019461934744
Jaipur,2011,Petrol,Manual,Second,16.95,5,3.0,Nissan,Sunny 2011-2014 XL,15,2800.0,0,2,1,0.06522029368142837,2625.0,1.1054839779002108,6.3,0.3488372093023256,146.3546,6.785428342674138
Bangalore,2011,Diesel,Automatic,Second,20.0,5,6.75,Skoda,Laura Ambiente 2.0 TDI CR AT,15,6321.4,1,3,2,0.07017276419198537,5926.3125,1.4034552838397076,14.22315,0.15654188539046765,271.7808,6.738544474393531
Jaipur,2006,Petrol,Manual,First,14.49,5,1.4,Chevrolet,Aveo 1.4 LS,20,5000.0,1,1,1,0.06626161539223616,4761.9047619047615,0.9601308070335018,20.0,0.19801980198019803,129.6873,6.040016673614006
